paper_title,source_id,notebook_present,local_present,local_relpath,local_filename,current_folder,final_status,extraction_readiness,alias_of,response_rate,response_growth,response_reproduction,response_survival,response_mechanism,moderator_environment,moderator_traits,hypothesis_traits,hypothesis_environment,hypothesis_wound_type,hypothesis_geometry,hypothesis_integration,adjudication_basis,final_rationale,screening_bucket,candidate_bins,screening_notes
Van De Water et al. - 2015 - The coral immune response facilitates protection against microbes during tissue regeneration.pdf,f14968a0-2ca3-4c70-8902-48fef9e009ea,1,1,literature/MECHANISMS_ONLY/Van De Water et al. - 2015 - The coral immune response facilitates protection against microbes during tissue regeneration.pdf,Van De Water et al. - 2015 - The coral immune response facilitates protection against microbes during tissue regeneration.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,0,0,0,manual_override,Mechanistic immune/microbe paper documenting rapid tissue regeneration without pooled macro effect sizes.,review_needed,,No audit record yet.
Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,2e76dce4-6cb4-46c0-b8c4-a1cc91b1578c,1,1,literature/META_ANALYSIS_POOL/Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,0,1,0,0,1,0,1,1,0,0,0,manual_override,Primary reproductive-cost paper used to quantify fecundity differences near lesions.,review_fulltext_needed,reproduction,"[Exclude] While the study explicitly targets the localized reproductive costs of wounding (Bin 3), the provided text excerpts only cover the methodology and are entirely deficient in the Results section needed to extract raw means and variances."
Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,26d408bb-bf97-4b1a-8b59-a62f74d3d475,1,1,literature/META_ANALYSIS_POOL/Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,1,1,0,0,0,0,manual_override,Classic Porites lesion-healing paper with exponential models and lesion-size dependence.,include_primary_conflicted,rate,"[Exclude] The provided source text is completely deficient. The excerpt consists of only a single table caption (Table 1) without the accompanying data rows, making primary quantitative data extraction impossible. || [Include in Bin 1] Provides highly standardized, extractable quantitative data for continuous exponential tissue regeneration rates with clear variances and sample sizes directly in the text and tables [1, 4]."
Wahle - 1983 - Regeneration of injuries among jamaican gorgonians the roles of colony physiology and environment.pdf,4fc235cc-a40d-405f-b8f5-2e7a160ba81d,1,1,literature/EXCLUDED_FINAL/Wahle - 1983 - Regeneration of injuries among jamaican gorgonians the roles of colony physiology and environment.pdf,Wahle - 1983 - Regeneration of injuries among jamaican gorgonians the roles of colony physiology and environment.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,1,0,0,1,0,0,0,carry_forward_prior_audit,"[Exclude] *Reason:* The studied organisms are gorgonian soft corals, falling entirely outside the taxonomic scope of a Scleractinian regeneration data pool [2]. || [Exclude] The studied organisms are gorgonian soft corals, falling entirely outside the taxonomic scope of a Scleractinian regeneration data pool [10].",exclude_scope,,"[Exclude] *Reason:* The studied organisms are gorgonian soft corals, falling entirely outside the taxonomic scope of a Scleractinian regeneration data pool [2]. || [Exclude] The studied organisms are gorgonian soft corals, falling entirely outside the taxonomic scope of a Scleractinian regeneration data pool [10]."
"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,1,1,"literature/META_ANALYSIS_POOL/Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf","Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,1,1,0,0,0,0,0,1,0,0,manual_override,"Primary damage-cost experiment covering growth, lipids, reproduction, and mortality.",review_fulltext_needed,,"[Exclude] *Reason:* The source text is missing from the data pool, preventing any primary data extraction."
Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,32a1561c-9cd6-4e97-9287-c9e5eafafc22,1,1,literature/META_ANALYSIS_POOL/Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,0,0,1,0,0,1,1,0,0,0,0,manual_override,Primary field note on scar clustering and partial mortality in Porites.,review_fulltext_needed,,"[Exclude] *Reason:* Lacks the extractable raw continuous numerical means, variances, and precise sample sizes in the text for the requested primary variables [9, 10]. || [Exclude] Lacks the extractable raw continuous numerical means, variances, and precise sample sizes directly in the text for the requested primary variables [12]."
Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,d48f4420-bee1-4bd3-95e6-7f646095131b,1,1,literature/META_ANALYSIS_POOL/Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,0,0,0,1,0,1,0,0,1,0,0,0,carry_forward_prior_audit,"[Include in Bin 4] *Reason:* Provides highly standardized, extractable quantitative field data (including exact means, SE, and sample sizes in Table 3) on the prevalence and size of natural background partial mortality across different spatial zones [11, 12]. || [Include in Bin 4] Provides highly standardized, extractable quantitative field data (including exact means, SE, and sample sizes in Table 3) on the prevalence and size of natural background partial mortality across different spatial zones [14, 15].",include_primary,survival,"[Include in Bin 4] *Reason:* Provides highly standardized, extractable quantitative field data (including exact means, SE, and sample sizes in Table 3) on the prevalence and size of natural background partial mortality across different spatial zones [11, 12]. || [Include in Bin 4] Provides highly standardized, extractable quantitative field data (including exact means, SE, and sample sizes in Table 3) on the prevalence and size of natural background partial mortality across different spatial zones [14, 15]."
Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,1d237b2c-1d5d-479a-985a-bde3d28a4fce,1,1,literature/META_ANALYSIS_POOL/Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,0,1,0,0,0,0,0,1,0,0,manual_override,Primary multi-stressor paper on corallivory and algal overgrowth effects on reef-building corals.,review_fulltext_needed,,"[Exclude] *Reason:* The source text is missing from the data pool, preventing any data extraction. || [Exclude] The source text is missing from the data pool, preventing any primary data extraction [16, 17]."
Work and Aeby - 2010 - Wound repair in Montipora capitata.pdf,e7ee472d-e9fc-4023-a4ff-b860c0de5b21,1,1,literature/MECHANISMS_ONLY/Work and Aeby - 2010 - Wound repair in Montipora capitata.pdf,Work and Aeby - 2010 - Wound repair in Montipora capitata.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,0,0,0,carry_forward_prior_audit,"[Narrative/Mechanism Only] While deficient in continuous macroscopic recovery rates with extractable variance for Bins 1–4, this is a foundational mechanistic pathology paper (Bin 5). It provides critical cellular-level evidence showing that perforate corals like *Montipora* can regenerate via pluripotential basal body wall cells (forming ""islands of regeneration"") rather than relying strictly on tissue migration from the wound edge or an amoebocyte inflammatory response [2, 3]. || [Narrative/Mechanism Only] While deficient in the continuous macroscopic recovery rates and extractable variances required for Bins 1–4, this is a foundational mechanistic pathology paper (Bin 5). It provides critical cellular-level evidence showing that perforate corals like *Montipora* can regenerate via pluripotential basal body wall cells—forming ""islands of regeneration"" from the calicodermis—rather than relying strictly on tissue migration from the wound edge or a pronounced amoebocyte inflammatory response [2, 3, 7].",include_mechanism_only,rate|mechanism,"[Narrative/Mechanism Only] While deficient in continuous macroscopic recovery rates with extractable variance for Bins 1–4, this is a foundational mechanistic pathology paper (Bin 5). It provides critical cellular-level evidence showing that perforate corals like *Montipora* can regenerate via pluripotential basal body wall cells (forming ""islands of regeneration"") rather than relying strictly on tissue migration from the wound edge or an amoebocyte inflammatory response [2, 3]. || [Narrative/Mechanism Only] While deficient in the continuous macroscopic recovery rates and extractable variances required for Bins 1–4, this is a foundational mechanistic pathology paper (Bin 5). It provides critical cellular-level evidence showing that perforate corals like *Montipora* can regenerate via pluripotential basal body wall cells—forming ""islands of regeneration"" from the calicodermis—rather than relying strictly on tissue migration from the wound edge or a pronounced amoebocyte inflammatory response [2, 3, 7]."
Xu et al. - 2023 - Wound healing and regeneration in the reef building coral Acropora millepora.pdf,433e1015-ffac-46ef-ba6e-e4c132eac52b,1,1,literature/MECHANISMS_ONLY/Xu et al. - 2023 - Wound healing and regeneration in the reef building coral Acropora millepora.pdf,Xu et al. - 2023 - Wound healing and regeneration in the reef building coral Acropora millepora.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,0,0,0,manual_override,Recent regeneration paper better positioned as mechanism synthesis unless full macro effect sizes are recovered later.,review_needed,,No audit record yet.
Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,9cbae935-6259-4ba6-a2ec-44d3f3bc0902,1,1,literature/META_ANALYSIS_POOL/Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,0,1,0,1,0,0,1,0,0,0,manual_override,Primary damage/transplant study with growth responses under temperature and disturbance.,review_needed,,No audit record yet.
